Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Novel Software Architecture for Multimodal Transport Semantic Information Provision Adapted to the User Context","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_7","Asier MorenoAsier PerallosDiego López de IpiñaEnrique OnievaItziar Salaberria","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_7","Chapter"
"Building a Personalized Cancer Treatment System","Journal of Medical Systems","","41","2","10.1007/s10916-016-0678-z","Alexandra MartinezGustavo LópezConstantino Bola nosDaniel AlvaradoAndrés SolanoMariana LópezAndrés BáezSteve QuirósRodrigo Mora","2016","http://link.springer.com/article/10.1007/s10916-016-0678-z","Article"
"Accessibility of Cultural Heritage Exhibits","Universal Access in Human-Computer Interaction. Interaction Techniques and Environments","","","","10.1007/978-3-319-40244-4_43","Nikolaos PartarakisIosif KlironomosMargherita AntonaGeorge MargetisDimitris GrammenosConstantine Stephanidis","2016","http://link.springer.com/chapter/10.1007/978-3-319-40244-4_43","Chapter"
"Control Software Design of Plant Microscopic Ion Flow Detection Motion Device","Computer and Computing Technologies in Agriculture VII","","","","10.1007/978-3-642-54344-9_48","Lulu HeFubin JiangDazhou ZhuPeichen HouBaozhu YangCheng WangJiuwen Zhang","2014","http://link.springer.com/chapter/10.1007/978-3-642-54344-9_48","Chapter"
"Systematic literature review of the objectives, techniques, kinds, and architectures of models at runtime","Software & Systems Modeling","","15","1","10.1007/s10270-013-0394-9","Michael SzvetitsUwe Zdun","2016","http://link.springer.com/article/10.1007/s10270-013-0394-9","Article"
"Appropriating Video Surveillance for Art and Environmental Awareness: Experiences from ARTiVIS","Science and Engineering Ethics","","","","10.1007/s11948-016-9762-5","Mónica MendesPedro ÂngeloNuno CorreiaValentina Nisi","2016","http://link.springer.com/article/10.1007/s11948-016-9762-5","Article"
"Multi-modal Interaction System to Tactile Perception","Virtual, Augmented and Mixed Reality. Designing and Developing Virtual and Augmented Environments","","","","10.1007/978-3-319-07458-0_3","Lorenzo CavalieriMichele GermaniMaura Mengoni","2014","http://link.springer.com/chapter/10.1007/978-3-319-07458-0_3","Chapter"
"Interactive web interfaces modeling, simulation and analysis using Colored Petri Nets","Software & Systems Modeling","","","","10.1007/s10270-017-0593-x","Taffarel Brant-RibeiroRafael D. AraújoIgor E. MendonçaMichel S. SoaresRenan G. Cattelan","2017","http://link.springer.com/article/10.1007/s10270-017-0593-x","Article"
"Social Computing—Bridging the Gap between the Social and the Technical","Social Computing and Social Media","","","","10.1007/978-3-319-07632-4_3","Christoph BeckmannTom Gross","2014","http://link.springer.com/chapter/10.1007/978-3-319-07632-4_3","Chapter"
"Nonvisual Presentation, Navigation and Manipulation of Structured Documents on Mobile and Wearable Devices","Computers Helping People with Special Needs","","","","10.1007/978-3-319-08596-8_59","Martin Lukas DorigoBettina Harriehausen-MühlbauerIngo StengelPaul Dowland","2014","http://link.springer.com/chapter/10.1007/978-3-319-08596-8_59","Chapter"
"Using Models at Runtime to Address Assurance for Self-Adaptive Systems","Models@run.time","","","","10.1007/978-3-319-08915-7_4","Betty H. C. ChengKerstin I. EderMartin GogollaLars GrunskeMarin LitoiuHausi A. MüllerPatrizio PelliccioneAnna PeriniNauman A. QureshiBernhard RumpeDaniel SchneiderFrank TrollmannNorha M. Villegas","2014","http://link.springer.com/chapter/10.1007/978-3-319-08915-7_4","Chapter"
"The Adoptions of USEPs in Identifying Usability Requirements in SSM-Based Framework: A Case Study","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-17530-0_6","Chian Wen TooSa’adah Hassan","2015","http://link.springer.com/chapter/10.1007/978-3-319-17530-0_6","Chapter"
"An Introduction to the FLOE Project","Universal Access in Human-Computer Interaction. Universal Access to Information and Knowledge","","","","10.1007/978-3-319-07440-5_42","Jutta TreviranusJess MitchellColin ClarkVera Roberts","2014","http://link.springer.com/chapter/10.1007/978-3-319-07440-5_42","Chapter"
"SAwD - Socially Aware Design: An Organizational Semiotics-Based CASE Tool to Support Early Design Activities","Socially Aware Organisations and Technologies. Impact and Challenges","","","","10.1007/978-3-319-42102-5_7","José Valderlei da SilvaRoberto PereiraSamuel Bastos BuchdidEmanuel Felipe DuarteMaria Cecília Calani Baranauskas","2016","http://link.springer.com/chapter/10.1007/978-3-319-42102-5_7","Chapter"
"Epistemic Opacity, Confirmation Holism and Technical Debt: Computer Simulation in the Light of Empirical Software Engineering","History and Philosophy of Computing","","","","10.1007/978-3-319-47286-7_18","Julian Newman","2016","http://link.springer.com/chapter/10.1007/978-3-319-47286-7_18","Chapter"
"Proxemic Flow: Dynamic Peripheral Floor Visualizations for Revealing and Mediating Large Surface Interactions","Human-Computer Interaction – INTERACT 2015","","","","10.1007/978-3-319-22723-8_22","Jo VermeulenKris LuytenKarin ConinxNicolai MarquardtJon Bird","2015","http://link.springer.com/chapter/10.1007/978-3-319-22723-8_22","Chapter"
"Early Accessibility Evaluation in Web Application Development","Engineering Education 4.0","","","","10.1007/978-3-319-46916-4_53","Helmut VieritzDaniel SchilbergSabina Jeschke","2016","http://link.springer.com/chapter/10.1007/978-3-319-46916-4_53","Chapter"
"Early Accessibility Evaluation in Web Application Development","Automation, Communication and Cybernetics in Science and Engineering 2013/2014","","","","10.1007/978-3-319-08816-7_59","Helmut VieritzDaniel SchilbergSabina Jeschke","2014","http://link.springer.com/chapter/10.1007/978-3-319-08816-7_59","Chapter"
"A Framework for Coupled Simulations of Robots and Spiking Neuronal Networks","Journal of Intelligent & Robotic Systems","","85","1","10.1007/s10846-016-0412-6","Georg HinkelHenning GroendaSebastian KrachLorenzo VannucciOliver DenningerNino CauliStefan UlbrichArne RoennauEgidio FaloticoMarc-Oliver GewaltigAlois KnollRüdiger DillmannCecilia LaschiRalf Reussner","2017","http://link.springer.com/article/10.1007/s10846-016-0412-6","Article"
"HandVR: a hand-gesture-based interface to a video retrieval system","Signal, Image and Video Processing","","9","7","10.1007/s11760-014-0631-x","Serkan GençMuhammet BaştanUğur GüdükbayVolkan AtalayÖzgür Ulusoy","2015","http://link.springer.com/article/10.1007/s11760-014-0631-x","Article"
"Use of Tangible Interfaces to Support a Literacy System in Children with Intellectual Disabilities","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_20","Janio Jadán-GuerreroGustavo LópezLuis A. Guerrero","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_20","Chapter"
"Software Architecture for Remote Monitoring Systems of Surface Contamination by Alpha Radioactive Isotopes","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_36","Boris GurkovskiyEvgeny OnishchenkoVladimir MiroshnichenkoAndrey SimakovNikolay Samotaev","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_36","Chapter"
"Adaptive Networking","Next Generation Intelligent Environments","","","","10.1007/978-3-319-23452-6_2","Apostolos MelionesIoannis LiverezasDimitrios Economou","2016","http://link.springer.com/chapter/10.1007/978-3-319-23452-6_2","Chapter"
"Empowering the Knowledge Worker: End-User Software Engineering in Knowledge Management","Enterprise Information Systems","","","","10.1007/978-3-319-29133-8_1","Witold Staniszkis","2015","http://link.springer.com/chapter/10.1007/978-3-319-29133-8_1","Chapter"
"Using scenarios to understand the frontiers of IS","Information Systems Frontiers","","16","3","10.1007/s10796-014-9514-5","Paul GrayAnat Hovav","2014","http://link.springer.com/article/10.1007/s10796-014-9514-5","Article"
"Wireless Networked Music Performance","Wireless Networked Music Performance","","","","10.1007/978-981-10-0335-6_5","Leonardo GabrielliStefano Squartini","2016","http://link.springer.com/chapter/10.1007/978-981-10-0335-6_5","Chapter"
"Model-Based Development of Adaptive UIs for Multi-channel Self-service Systems","Human-Centered Software Engineering","","","","10.1007/978-3-662-44811-3_18","Enes YigitbasHolger FischerThomas KernVolker Paelke","2014","http://link.springer.com/chapter/10.1007/978-3-662-44811-3_18","Chapter"
"Architecture for Serious Games in Health Rehabilitation","New Perspectives in Information Systems and Technologies, Volume 2","","","","10.1007/978-3-319-05948-8_30","Paula Alexandra RegoPedro Miguel MoreiraLuís Paulo Reis","2014","http://link.springer.com/chapter/10.1007/978-3-319-05948-8_30","Chapter"
"Information Retrieval in Life Sciences: A Programmatic Survey","Approaches in Integrative Bioinformatics","","","","10.1007/978-3-642-41281-3_3","Matthias LangeRon HenkelWolfgang MüllerDagmar WaltemathStephan Weise","2014","http://link.springer.com/chapter/10.1007/978-3-642-41281-3_3","Chapter"
"A MAR Game Design via a Remote Control Module","Augmented and Virtual Reality","","","","10.1007/978-3-319-13969-2_1","Chi-Fu LinPai-Shan PaChiou-Shann Fuh","2014","http://link.springer.com/chapter/10.1007/978-3-319-13969-2_1","Chapter"
"Tools for Monitoring and Parameter Visualization in Computer Control Systems of Industrial Robots","Advances in Swarm and Computational Intelligence","","","","10.1007/978-3-319-20472-7_22","Lilija I. MartinovaSergey S. SokolovPetr A. Nikishechkin","2015","http://link.springer.com/chapter/10.1007/978-3-319-20472-7_22","Chapter"
"Slingshot 3D: A synchronous haptic-audio-video game","Multimedia Tools and Applications","","71","3","10.1007/s11042-012-1297-4","Mohamad EidAhmad El IssawiAbdulmotaleb El Saddik","2014","http://link.springer.com/article/10.1007/s11042-012-1297-4","Article"
"FILTWAM and Voice Emotion Recognition","Games and Learning Alliance","","","","10.1007/978-3-319-12157-4_10","Kiavash BahreiniRob NadolskiWim Westera","2014","http://link.springer.com/chapter/10.1007/978-3-319-12157-4_10","Chapter"
"International Conference on Technology and Innovation in Sports, Health and Wellbeing (TISHW)","BMC Sports Science, Medicine and Rehabilitation","","9","1","10.1186/s13102-017-0068-y","Idoia MuñozJokin GarateaJokin GarateaIdoia MuñozSilvia AlaFrancisco CardosoHugo ParedesMargrit GelautzFlorian SeitnerChristian KapellerNicole BroschZuzana FrydrychovaIva BuresovaKaterina BartosovaSara HuteckovaSara Huteckova","2017","http://link.springer.com/article/10.1186/s13102-017-0068-y","Article"
"Innovation in Product Engineering","Research in Interactive Design (Vol. 4)","","","","10.1007/978-3-319-26121-8_15","María Luisa MartinezMaurizio MuzzupappaJean-François Boujut","2016","http://link.springer.com/chapter/10.1007/978-3-319-26121-8_15","Chapter"
"Health—exploring complexity: an interdisciplinary systems approach HEC2016","European Journal of Epidemiology","","31","1","10.1007/s10654-016-0183-1","Eva GrillMartin MüllerUlrich Mansmann","2016","http://link.springer.com/article/10.1007/s10654-016-0183-1","Article"
"Software Architectures and the Creative Processes in Game Development","Entertainment Computing - ICEC 2015","","","","10.1007/978-3-319-24589-8_21","Alf Inge WangNjål Nordmark","2015","http://link.springer.com/chapter/10.1007/978-3-319-24589-8_21","Chapter"
"A systematic process for obtaining the behavior of context-sensitive systems","Journal of Software Engineering Research and Development","","4","1","10.1186/s40411-016-0028-3","Jéssyka VilelaJaelson CastroJoão Pimentel","2016","http://link.springer.com/article/10.1186/s40411-016-0028-3","Article"
"Research and Design of the Architecture of On-Orbit Remote Sensing Information Processing System","3rd International Symposium of Space Optical Instruments and Applications","","","","10.1007/978-3-319-49184-4_34","Lanzhi GaoChao TanPanfeng WuQixing Zhu","2017","http://link.springer.com/chapter/10.1007/978-3-319-49184-4_34","Chapter"
"Beyond Responsive Design: Context-Dependent Multimodal Augmentation of Web Applications","Mobile Web Information Systems","","","","10.1007/978-3-319-10359-4_6","Giuseppe GhianiMarco MancaFabio PaternòClaudio Porta","2014","http://link.springer.com/chapter/10.1007/978-3-319-10359-4_6","Chapter"
"Horizontal Model Integration","Hagenberg Business Process Modelling Method","","","","10.1007/978-3-319-30496-0_6","Felix KossakChrista IllibauerVerena GeistChristine NatschlägerThomas ZiebermayrBernhard FreudenthalerTheodorich KopetzkyKlaus-Dieter Schewe","2016","http://link.springer.com/chapter/10.1007/978-3-319-30496-0_6","Chapter"
"RFID interactive tabletop application with tangible objects: exploratory study to observe young children’ behaviors","Personal and Ubiquitous Computing","","19","8","10.1007/s00779-015-0891-7","Sébastien KubickiMarion WolffSophie LepreuxChristophe Kolski","2015","http://link.springer.com/article/10.1007/s00779-015-0891-7","Article"
"The Evolution of Research on Digital Education","International Journal of Artificial Intelligence in Education","","26","2","10.1007/s40593-016-0106-z","Pierre Dillenbourg","2016","http://link.springer.com/article/10.1007/s40593-016-0106-z","Article"
"On the Design of a User Interface for an RFID-Based Vehicle Tracking System","International Journal of Wireless Information Networks","","24","1","10.1007/s10776-016-0329-9","Fatemeh NafarHossein Shamsi","2017","http://link.springer.com/article/10.1007/s10776-016-0329-9","Article"
"Measuring and visualizing the contributions of Chinese and American LIS research institutions to emerging themes and salient themes","Scientometrics","","105","3","10.1007/s11192-015-1640-4","Lu AnXia LinChuanming YuXinwen Zhang","2015","http://link.springer.com/article/10.1007/s11192-015-1640-4","Article"
"Driving Clinical and Translational Research Using Biomedical Informatics","Translational Informatics","","","","10.1007/978-1-4471-4646-9_6","Philip R. O. Payne PhD, FACMIPeter J. Embi MD, MS, FACP, FACMI","2015","http://link.springer.com/chapter/10.1007/978-1-4471-4646-9_6","Chapter"
"Personalized and Adaptive Serious Games","Entertainment Computing and Serious Games","","","","10.1007/978-3-319-46152-6_14","Alexander StreicherJan D. Smeddinck","2016","http://link.springer.com/chapter/10.1007/978-3-319-46152-6_14","Chapter"
"The Design and Implementation of Military Plotting System Based on Speech Recognition Technology","Advances in Image and Graphics Technologies","","","","10.1007/978-3-662-45498-5_30","Wei ShaoGuanghui LiXiying HuangQiang LiangHesong Lu","2014","http://link.springer.com/chapter/10.1007/978-3-662-45498-5_30","Chapter"
